0,000000000000000000e+00;4,248644926227777008e-01;3,720708230344567657e-01;7,137034256987433156e-02
1,649832055982815293e-01;3,182066333349292675e-01;1,203055055106335008e-01;1,392332652660850101e-01
2,082352660151053914e-01;2,902412961515959400e-01;2,004330053876198503e-01;2,437053467406545826e-01
3,380394405914304012e-02;3,562004030410564348e-01;2,263785429882623212e-01;3,248488563709625576e-01
0,000000000000000000e+00;3,298698224043764560e-01;9,612547369215448945e-03;6,374115170812714171e-01
0,000000000000000000e+00;4,382753900049250473e-01;0,000000000000000000e+00;9,792158369597295797e-01
2,398453782593354122e-01;0,000000000000000000e+00;2,715205586007050087e-01;1,179031779704830640e+00
1,118083282111641263e-01;2,113301776279105371e-01;3,929399047308950732e-01;8,912526033776654311e-01
0,000000000000000000e+00;3,198076427675685673e-01;2,985288845657565332e-02;2,241099368548260529e+00
0,000000000000000000e+00;0,000000000000000000e+00;2,942463399854321260e+00;2,695296457280564884e-01
0,000000000000000000e+00;1,836879657618274431e+00;1,568596766900791917e-01;3,783027947833135785e-01
4,020199949625744007e-02;9,446718191714301160e-02;2,079595991139797095e-01;5,053633923696080471e-02
2,177540711646304972e-01;9,947502077604931658e-01;8,261964869155256561e-03;1,422664743004836141e-01
1,034692452972441945e+00;0,000000000000000000e+00;0,000000000000000000e+00;9,457375880293725778e-01
4,100209595153305742e-01;7,553901150837408762e-01;0,000000000000000000e+00;3,992026441263486491e-01
1,663531120089320192e-01;9,643934881675951531e-02;2,663270093563309682e-01;2,318407328924718402e-01
3,932176406892324283e-01;1,055689206571491345e+00;7,711016037192069961e-02;1,171684598850269154e-01
8,609944602102363731e-02;2,912830474049398433e+00;1,319165168007659650e-01;0,000000000000000000e+00
2,501319724740635131e+00;4,010478621880701477e-01;8,147061707862780777e-02;3,756625153633147973e-01
1,453672003792738199e+00;1,354596748504945491e+00;0,000000000000000000e+00;1,155144309669980107e-01
3,070841626780239864e+00;7,669304612240893659e-01;3,142472434082457244e-01;2,084901090354004671e-01
2,102914285385738324e+00;5,819196022963698395e-02;1,298626427074114631e-01;3,936952489968058300e-02
8,051216645389572824e-01;5,666155978345893685e-01;0,000000000000000000e+00;0,000000000000000000e+00
5,820723239139258265e-01;9,955696544701166939e-01;0,000000000000000000e+00;0,000000000000000000e+00
1,061649877882828052e+00;8,504832036789258809e-02;1,192231593505888032e+00;0,000000000000000000e+00
2,392915600500781503e-01;3,244960328829778473e-01;2,366214156645496669e-01;0,000000000000000000e+00
5,653035303751222651e-01;1,792076458648083348e-01;2,640838211112364609e-01;3,356171465087757350e-02
1,396612087994311691e-01;2,438408042759182826e-01;1,104445144862598871e-01;1,055282391475617920e-01
9,444695170610913071e-02;3,761566571226566090e-03;1,155714683597904302e-01;3,512960916369787644e-03
2,613024150514326460e-01;2,801538470875496456e-01;0,000000000000000000e+00;0,000000000000000000e+00
4,201443862664919204e-02;5,584076501814321664e-02;3,201296746055421610e-02;2,737788069145648609e-02
1,797310971949357405e-01;0,000000000000000000e+00;3,769679586316456721e-01;0,000000000000000000e+00
5,898494844930253500e-02;5,497333584900634951e-02;3,538416612064688993e-02;2,466031746663410393e-02
0,000000000000000000e+00;1,063508836954420583e-01;2,374981973459761031e-01;4,498875050171158296e-02
2,262396661441583995e-02;1,110509547410772069e-01;1,684269270236542215e-01;6,799884532318234420e-02
0,000000000000000000e+00;1,175305592855500347e-01;2,657333047084768918e-01;1,216749590583749152e-01
8,091985530891221412e-02;1,891073358396409276e-01;1,353363445343477300e-01;9,350054088663783958e-02
1,469643267728680536e-01;3,140333354883098615e-02;1,339790973528141582e-01;1,458038702647475593e-01
5,268060936635222957e-02;4,351363838088564279e-02;4,417619447492247831e-02;3,378329475158572265e-02
5,021748491079464777e-02;4,234911792362194838e-02;4,201392778844931924e-02;3,348381075386262784e-02
5,128678238358552050e-02;4,397024914444318255e-02;3,945502802696187333e-02;3,636925136250694635e-02
4,990480641771354031e-02;5,018265237822351621e-02;4,076854654148980017e-02;3,802599691421521683e-02
1,698024980463234412e-01;7,274861663633619413e-02;4,317769110725021980e-02;1,310391104456106459e-01
7,434129730385276302e-02;2,374502216064473120e-02;5,211661473094388736e-02;3,574720622361102912e-02
3,479160073726001237e-03;1,093078086106199776e-01;0,000000000000000000e+00;1,942589668407241343e-01
5,081255166669626511e-02;7,692195455860108277e-02;2,217648211640725897e-01;2,216081807451263652e-01
1,294620315196661764e-01;5,180127279739445839e-02;7,052055991576870742e-02;1,548685990050665540e-01
0,000000000000000000e+00;0,000000000000000000e+00;2,334699711674754000e-02;0,000000000000000000e+00
